site	qk	fk
12093	0.75	0.949
12094	0.688	0.272
12095	0.604	0.339
12096	0.667	0.963
12097	0.542	0.389
12098	0.708	0.867
12099	0.708	0.821
12100	0.563	0.045
12101	0.563	0.952
12102	0.5	0.082
12103	0.521	0.464
12104	0.604	0.781
12105	0.708	0.159
12106	0.479	0.147
12107	0.583	0.322
12108	0.583	0.681
12109	0.563	0.435
12110	0.604	0.299
12111	0.583	0.491
12112	0.604	0.809
12113	0.563	0.231
12114	0.646	0.474
12115	0.542	0.182
12116	0.521	0.989
12117	0.688	0.033
12118	0.646	0.511
12119	0.604	0.728
12120	0.646	0.436
12121	0.458	0.454
12122	0.604	0.677
12123	0.667	0.543
12124	0.604	0.95
12125	0.563	0.551
12126	0.708	0.07
12127	0.604	0.609
12128	0.646	0.151
12129	0.563	0.711
12130	0.542	0.215
12131	0.542	0.423
12132	0.75	0.879
12133	0.521	0.781
12134	0.667	0.393
12135	0.646	0.075
12136	0.521	0.124
12137	0.521	0.537
12138	0.708	0.892
12139	0.563	0.874
12140	0.688	0.89
12141	0.583	0.851
12142	0.583	0.589
12143	0.417	0.095
12144	0.521	0.165
12145	0.521	0.355
12146	0.479	0.228
12147	0.625	0.134
12148	0.563	0.367
12149	0.604	0.426
12150	0.646	0.937
12151	0.604	0.211
12152	0.667	0.648
12153	0.604	0.922
12154	0.563	0.498
12155	0.604	0.031
12156	0.542	0.118
12157	0.583	0.618
12158	0.625	0.227
12159	0.625	0.665
12160	0.688	0.427
12161	0.646	0.466
12162	0.625	0.942
12163	0.708	0.442
12164	0.417	0.437
12165	0.479	0.671
12166	0.646	0.028
12167	0.583	0.059
12168	0.5	0.171
12169	0.625	0.915
12170	0.583	0.65
12171	0.604	0.646
12172	0.5	0.774
12173	0.542	0.092
12174	0.604	0.946
12175	0.563	0.631
12176	0.708	0.454
12177	0.688	0.661
12178	0.583	0.709
12179	0.708	0.975
12180	0.75	0.792
12181	0.542	0.234
12182	0.708	0.129
12183	0.604	0.536
12184	0.458	0.212
12185	0.583	0.448
12186	0.625	0.528
12187	0.604	0.225
12188	0.667	0.327
12189	0.542	0.352
12190	0.729	0.787
12191	0.521	0.055
12192	0.646	0.311
12193	0.563	0.271
12194	0.417	0.328
12195	0.583	0.025
12196	0.563	0.172
12197	0.583	0.755
12198	0.667	0.816
12199	0.563	0.159
12200	0.625	0.551
12201	0.771	0.847
12202	0.625	0.909
12203	0.604	0.154
12204	0.688	0.401
12205	0.563	0.335
12206	0.729	0.942
12207	0.75	0.896
12208	0.583	0.34
12209	0.625	0.909
12210	0.646	0.431
12211	0.625	0.619
12212	0.75	0.776
12213	0.688	0.988
12214	0.5	0.436
12215	0.708	0.595
12216	0.729	0.504
12217	0.667	0.94
12218	0.688	0.931
12219	0.438	0.18
12220	0.771	0.943
12221	0.688	0.551
12222	0.583	0.559
12223	0.667	0.966
12224	0.667	0.818
12225	0.792	0.988
12226	0.708	0.819
12227	0.729	0.513
12228	0.583	0.151
12229	0.667	0.716
12230	0.542	0.569
12231	0.583	0.38
12232	0.5	0.441
12233	0.646	0.396
12234	0.688	0.57
12235	0.667	0.577
12236	0.542	0.113
12237	0.625	0.968
12238	0.458	0.131
12239	0.604	0.509
12240	0.5	0.132
12241	0.604	0.425
12242	0.625	0.893
12243	0.542	0.081
12244	0.729	0.615
12245	0.604	0.406
12246	0.583	0.105
12247	0.521	0.86
12248	0.417	0.078
12249	0.542	0.409
12250	0.458	0.042
12251	0.667	0.694
12252	0.521	0.126
12253	0.646	0.6
12254	0.479	0.157
12255	0.563	0.184
12256	0.542	0.308
12257	0.5	0.399
12258	0.583	0.02
12259	0.729	0.891
12260	0.646	0.4
12261	0.688	0.616
12262	0.688	0.358
12263	0.729	0.659
12264	0.563	0.636
12265	0.646	0.462
12266	0.625	0.755
12267	0.688	0.481
12268	0.688	0.566
12269	0.667	0.729
12270	0.729	0.952
12271	0.792	0.888
12272	0.771	0.433
12273	0.583	0.506
12274	0.563	0.931
12275	0.625	0.768
12276	0.479	0.35
12277	0.479	0.106
12278	0.563	0.424
12279	0.563	0.378
12280	0.583	0.579
12281	0.625	0.839
12282	0.604	0.914
12283	0.521	0.248
12284	0.583	0.475
12285	0.667	0.907
12286	0.479	0.165
12287	0.625	0.735
12288	0.625	0.66
12289	0.625	0.016
12290	0.542	0.644
12291	0.5	0.341
12292	0.604	0.65
12293	0.521	0.785
12294	0.5	0.042
12295	0.5	0.019
12296	0.5	0.436
12297	0.479	0.772
12298	0.688	0.296
12299	0.667	0.689
12300	0.542	0.55
12301	0.521	0.789
12302	0.583	0.462
12303	0.5	0.473
12304	0.583	0.032
12305	0.583	0.142
12306	0.688	0.497
12307	0.583	0.743
12308	0.646	0.825
12309	0.479	0.075
12310	0.729	0.502
12311	0.667	0.725
12312	0.583	0.83
12313	0.563	0.358
12314	0.625	0.691
12315	0.667	0.94
12316	0.646	0.942
12317	0.729	0.915
12318	0.438	0.082
12319	0.563	0.165
12320	0.563	0.471
12321	0.396	0.421
12322	0.542	0.291
12323	0.521	0.02
12324	0.583	0.821
12325	0.625	0.562
12326	0.646	0.805
12327	0.563	0.165
12328	0.646	0.261
12329	0.604	0.281
12330	0.583	0.015
12331	0.646	0.508
12332	0.688	0.183
12333	0.688	0.266
12334	0.563	0.269
12335	0.583	0.016
12336	0.625	0.878
12337	0.542	0.594
12338	0.438	0.459
12339	0.542	0.417
12340	0.583	0.122
12341	0.688	0.716
12342	0.563	0.099
12343	0.5	0.354
12344	0.583	0.094
12345	0.542	0.227
12346	0.688	0.424
12347	0.5	0.479
12348	0.542	0.171
12349	0.708	0.966
12350	0.813	0.63
12351	0.646	0.954
12352	0.479	0.672
12353	0.646	0.623
12354	0.625	0.933
12355	0.729	0.954
12356	0.563	0.413
12357	0.604	0.126
12358	0.667	0.688
12359	0.479	0.45
12360	0.5	0.08
12361	0.438	0.113
12362	0.625	0.349
12363	0.708	0.879
12364	0.479	0.333
12365	0.458	0.57
12366	0.583	0.693
12367	0.604	0.017
12368	0.646	0.551
12369	0.625	0.508
12370	0.563	0.656
12371	0.708	0.794
12372	0.667	0.7
12373	0.688	0.704
12374	0.646	0.758
12375	0.604	0.073
12376	0.583	0.354
12377	0.563	0.69
12378	0.563	0.093
12379	0.521	0.591
12380	0.542	0.089
12381	0.563	0.99
12382	0.563	0.122
12383	0.604	0.604
12384	0.542	0.086
12385	0.604	0.766
12386	0.542	0.175
12387	0.625	0.456
12388	0.729	0.68
12389	0.5	0.285
12390	0.5	0.788
12391	0.604	0.761
12392	0.583	0.902
12393	0.5	0.23
12394	0.583	0.81
12395	0.625	0.959
12396	0.521	0.895
12397	0.583	0.491
12398	0.542	0.326
12399	0.521	0.874
12400	0.75	0.897
12401	0.625	0.476
12402	0.5	0.447
12403	0.646	0.677
12404	0.542	0.801
12405	0.625	0.554
12406	0.604	0.101
12407	0.604	0.348
12408	0.5	0.647
12409	0.479	0.462
12410	0.625	0.295
12411	0.5	0.493
12412	0.583	0.392
12413	0.708	0.88
12414	0.75	0.155
12415	0.646	0.606
12416	0.604	0.811
12417	0.625	0.602
12418	0.583	0.629
12419	0.771	0.914
12420	0.646	0.417
12421	0.583	0.534
12422	0.542	0.775
12423	0.583	0.436
12424	0.688	0.637
12425	0.583	0.133
12426	0.667	0.49
12427	0.542	0.261
12428	0.583	0.316
12429	0.521	0.091
12430	0.604	0.632
12431	0.604	0.765
12432	0.688	0.774
12433	0.5	0.041
12434	0.521	0.622
12435	0.521	0.732
12436	0.729	0.849
12437	0.583	0.297
12438	0.604	0.496
12439	0.646	0.965
12440	0.667	0.392
12441	0.396	0.187
12442	0.646	0.513
12443	0.75	0.34
12444	0.542	0.555
12445	0.667	0.186
12446	0.521	0.278
12447	0.479	0.22
12448	0.563	0.594
12449	0.688	0.241
12450	0.667	0.55
12451	0.583	0.29
12452	0.688	0.966
12453	0.729	0.971
12454	0.542	0.189
12455	0.542	0.166
12456	0.625	0.113
12457	0.583	0.284
12458	0.583	0.913
12459	0.521	0.289
12460	0.688	0.536
12461	0.625	0.666
12462	0.708	0.211
12463	0.833	0.987
12464	0.792	0.689
12465	0.563	0.491
12466	0.583	0.662
12467	0.667	0.657
12468	0.604	0.148
12469	0.688	0.072
12470	0.667	0.734
12471	0.646	0.527
12472	0.521	0.373
12473	0.646	0.618
12474	0.542	0.36
12475	0.646	0.226
12476	0.583	0.086
12477	0.646	0.72
12478	0.688	0.77
12479	0.667	0.495
12480	0.667	0.715
12481	0.542	0.931
12482	0.542	0.219
12483	0.625	0.267
12484	0.604	0.525
12485	0.688	0.48
12486	0.583	0.452
12487	0.563	0.4
12488	0.625	0.467
12489	0.625	0.432
12490	0.542	0.101
12491	0.688	0.466
12492	0.646	0.619
12493	0.521	0.548
12494	0.604	0.594
12495	0.583	0.441
12496	0.583	0.914
12497	0.604	0.744
12498	0.625	0.623
12499	0.813	0.199
12500	0.688	0.528
12501	0.625	0.326
12502	0.521	0.217
12503	0.667	0.616
12504	0.604	0.327
12505	0.604	0.227
12506	0.521	0.525
12507	0.583	0.611
12508	0.458	0.381
12509	0.563	0.358
12510	0.646	0.304
12511	0.729	0.841
12512	0.583	0.127
12513	0.667	0.884
12514	0.625	0.566
12515	0.417	0.034
12516	0.667	0.446
12517	0.583	0.235
12518	0.625	0.505
12519	0.604	0.64
12520	0.646	0.586
12521	0.646	0.129
12522	0.542	0.471
12523	0.625	0.954
12524	0.583	0.696
12525	0.521	0.137
12526	0.646	0.142
12527	0.625	0.716
12528	0.667	0.889
12529	0.667	0.171
12530	0.604	0.332
12531	0.646	0.706
12532	0.5	0.12
12533	0.625	0.227
12534	0.688	0.584
12535	0.625	0.324
12536	0.604	0.185
12537	0.625	0.261
12538	0.521	0.657
12539	0.667	0.476
12540	0.688	0.075
12541	0.625	0.396
12542	0.667	0.578
12543	0.604	0.665
12544	0.625	0.733
12545	0.604	0.083
12546	0.583	0.644
12547	0.604	0.516
12548	0.708	0.504
12549	0.729	0.444
12550	0.583	0.505
12551	0.563	0.163
12552	0.521	0.14
12553	0.625	0.164
12554	0.688	0.925
12555	0.583	0.088
12556	0.729	0.547
12557	0.625	0.399
12558	0.542	0.701
12559	0.5	0.21
12560	0.833	0.837
12561	0.729	0.883
12562	0.438	0.412
12563	0.646	0.909
12564	0.646	0.834
12565	0.708	0.763
12566	0.563	0.087
12567	0.625	0.67
12568	0.583	0.059
12569	0.667	0.686
12570	0.75	0.49
12571	0.563	0.414
12572	0.625	0.729
12573	0.625	0.456
12574	0.458	0.411
12575	0.708	0.687
12576	0.604	0.36
12577	0.521	0.082
12578	0.604	0.767
12579	0.667	0.57
12580	0.583	0.155
12581	0.563	0.82
12582	0.583	0.437
12583	0.542	0.197
12584	0.521	0.574
12585	0.646	0.942
12586	0.604	0.211
12587	0.688	0.879
12588	0.625	0.269
12589	0.625	0.745
12590	0.646	0.926
12591	0.5	0.178
12592	0.625	0.116
12593	0.563	0.214
12594	0.708	0.697
12595	0.563	0.594
12596	0.521	0.429
12597	0.563	0.275
12598	0.708	0.624
12599	0.5	0.515
12600	0.625	0.266
12601	0.729	0.746
12602	0.708	0.684
12603	0.563	0.112
12604	0.604	0.796
12605	0.688	0.597
12606	0.542	0.696
12607	0.646	0.218
12608	0.438	0.659
12609	0.688	0.454
12610	0.625	0.279
12611	0.688	0.932
12612	0.646	0.877
12613	0.583	0.201
12614	0.563	0.244
12615	0.771	0.776
12616	0.646	0.749
12617	0.729	0.322
12618	0.688	0.865
12619	0.583	0.963
12620	0.604	0.636
12621	0.688	0.47
12622	0.604	0.576
12623	0.563	0.613
12624	0.542	0.258
12625	0.5	0.139
12626	0.646	0.236
12627	0.625	0.525
12628	0.708	0.921
12629	0.563	0.145
12630	0.708	0.054
12631	0.646	0.647
12632	0.646	0.446
12633	0.583	0.932
12634	0.708	0.841
12635	0.583	0.724
12636	0.583	0.896
12637	0.604	0.357
12638	0.667	0.414
12639	0.688	0.259
12640	0.604	0.572
12641	0.479	0.84
12642	0.625	0.029
12643	0.583	0.18
12644	0.667	0.349
12645	0.604	0.7
12646	0.604	0.581
12647	0.542	0.414
12648	0.688	0.12
12649	0.688	0.667
12650	0.604	0.674
12651	0.625	0.238
12652	0.604	0.569
12653	0.625	0.365
12654	0.667	0.645
12655	0.5	0.666
12656	0.604	0.872
12657	0.563	0.387
12658	0.458	0.88
12659	0.521	0.176
12660	0.625	0.688
12661	0.708	0.27
12662	0.667	0.635
12663	0.667	0.415
12664	0.646	0.803
12665	0.417	0.2
12666	0.583	0.162
12667	0.583	0.405
12668	0.688	0.978
12669	0.708	0.356
12670	0.542	0.721
12671	0.563	0.705
12672	0.521	0.255
12673	0.667	0.805
12674	0.604	0.215
12675	0.625	0.303
12676	0.667	0.684
12677	0.646	0.658
12678	0.604	0.525
12679	0.688	0.214
12680	0.625	0.471
12681	0.646	0.759
12682	0.542	0.03
12683	0.688	0.496
12684	0.667	0.54
12685	0.646	0.202
12686	0.563	0.152
12687	0.688	0.707
12688	0.625	0.584
12689	0.729	0.332
12690	0.604	0.67
12691	0.708	0.056
12692	0.542	0.641
12693	0.646	0.333
12694	0.458	0.468
12695	0.542	0.088
12696	0.604	0.829
12697	0.542	0.822
12698	0.646	0.052
12699	0.688	0.782
12700	0.667	0.794
12701	0.625	0.211
12702	0.625	0.803
12703	0.646	0.549
12704	0.688	0.716
12705	0.75	0.79
12706	0.729	0.985
12707	0.625	0.503
12708	0.688	0.922
12709	0.813	0.428
12710	0.708	0.616
12711	0.792	0.599
12712	0.688	0.413
12713	0.729	0.953
12714	0.625	0.305
12715	0.5	0.797
12716	0.458	0.56
12717	0.688	0.089
12718	0.521	0.062
12719	0.667	0.233
12720	0.583	0.239
12721	0.667	0.51
12722	0.625	0.92
12723	0.563	0.302
12724	0.604	0.714
12725	0.583	0.895
12726	0.583	0.982
12727	0.667	0.15
12728	0.542	0.882
12729	0.729	0.683
12730	0.625	0.125
12731	0.438	0.566
12732	0.458	0.158
12733	0.604	0.014
12734	0.646	0.736
12735	0.563	0.11
12736	0.729	0.648
12737	0.708	0.207
12738	0.458	0.082
12739	0.542	0.432
12740	0.667	0.28
12741	0.729	0.885
12742	0.646	0.53
12743	0.604	0.564
12744	0.563	0.024
12745	0.729	0.788
12746	0.667	0.961
12747	0.688	0.928
12748	0.646	0.875
12749	0.563	0.903
12750	0.646	0.903
12751	0.625	0.264
12752	0.688	0.428
12753	0.521	0.201
12754	0.688	0.518
12755	0.625	0.157
12756	0.521	0.249
12757	0.583	0.472
12758	0.604	0.73
12759	0.625	0.822
12760	0.667	0.368
12761	0.563	0.206
12762	0.667	0.779
12763	0.625	0.432
12764	0.604	0.298
12765	0.667	0.148
12766	0.729	0.902
12767	0.646	0.922
12768	0.688	0.607
12769	0.771	0.034
12770	0.625	0.461
12771	0.583	0.41
12772	0.75	0.979
12773	0.708	0.774
12774	0.667	0.225
12775	0.625	0.209
12776	0.5	0.355
12777	0.646	0.431
12778	0.708	0.23
12779	0.521	0.4
12780	0.521	0.182
12781	0.646	0.682
12782	0.5	0.099
12783	0.604	0.852
12784	0.563	0.434
12785	0.646	0.76
12786	0.667	0.858
12787	0.563	0.509
12788	0.75	0.85
12789	0.646	0.765
12790	0.542	0.048
12791	0.833	0.613
12792	0.667	0.389
12793	0.646	0.796
12794	0.75	0.492
12795	0.5	0.055
12796	0.667	0.146
12797	0.646	0.245
12798	0.604	0.701
12799	0.646	0.035
12800	0.583	0.506
12801	0.646	0.548
12802	0.542	0.216
12803	0.646	0.413
12804	0.563	0.584
12805	0.583	0.21
12806	0.583	0.875
12807	0.604	0.587
12808	0.542	0.668
12809	0.521	0.099
12810	0.521	0.118
12811	0.583	0.12
12812	0.625	0.571
12813	0.708	0.952
12814	0.646	0.941
12815	0.604	0.782
12816	0.625	0.818
12817	0.542	0.604
12818	0.542	0.01
12819	0.75	0.902
12820	0.729	0.868
12821	0.5	0.12
12822	0.771	0.934
12823	0.542	0.627
12824	0.604	0.221
12825	0.75	0.678
12826	0.729	0.299
12827	0.646	0.766
12828	0.438	0.29
12829	0.729	0.987
12830	0.625	0.581
12831	0.625	0.549
12832	0.646	0.791
12833	0.667	0.965
12834	0.583	0.622
12835	0.521	0.457
12836	0.708	0.726
12837	0.604	0.497
12838	0.583	0.676
12839	0.688	0.033
12840	0.625	0.258
12841	0.5	0.425
12842	0.542	0.421
12843	0.625	0.622
12844	0.563	0.313
12845	0.708	0.08
12846	0.688	0.076
12847	0.563	0.526
12848	0.688	0.844
12849	0.625	0.965
12850	0.604	0.446
12851	0.604	0.744
12852	0.75	0.751
12853	0.729	0.906
12854	0.625	0.55
12855	0.625	0.243
12856	0.583	0.729
12857	0.688	0.832
12858	0.688	0.952
12859	0.688	0.726
12860	0.625	0.714
12861	0.667	0.429
12862	0.625	0.69
12863	0.542	0.11
12864	0.542	0.81
12865	0.521	0.167
12866	0.521	0.298
12867	0.521	0.303
12868	0.542	0.916
12869	0.625	0.151
12870	0.542	0.32
12871	0.708	0.551
12872	0.667	0.804
12873	0.438	0.033
12874	0.75	0.951
12875	0.604	0.281
12876	0.667	0.448
12877	0.625	0.437
12878	0.5	0.41
12879	0.729	0.918
12880	0.583	0.801
12881	0.688	0.021
12882	0.667	0.185
12883	0.563	0.647
12884	0.583	0.423
12885	0.75	0.584
12886	0.583	0.637
12887	0.604	0.884
12888	0.604	0.565
12889	0.688	0.254
12890	0.563	0.906
12891	0.896	0.717
12892	0.688	0.397
12893	0.688	0.222
12894	0.563	0.491
12895	0.563	0.241
12896	0.583	0.677
12897	0.583	0.256
12898	0.708	0.744
12899	0.625	0.135
12900	0.458	0.118
12901	0.5	0.177
12902	0.479	0.209
12903	0.708	0.959
12904	0.646	0.053
12905	0.667	0.764
12906	0.5	0.219
12907	0.667	0.74
12908	0.667	0.025
12909	0.688	0.693
12910	0.604	0.297
12911	0.625	0.554
12912	0.688	0.199
12913	0.563	0.383
12914	0.813	0.027
12915	0.708	0.385
12916	0.542	0.1
12917	0.542	0.327
12918	0.625	0.879
12919	0.5	0.595
12920	0.583	0.188
12921	0.833	0.901
12922	0.688	0.729
12923	0.563	0.72
12924	0.688	0.133
12925	0.75	0.742
12926	0.646	0.378
12927	0.583	0.354
12928	0.542	0.3
12929	0.688	0.836
12930	0.708	0.883
12931	0.667	0.208
12932	0.625	0.508
12933	0.625	0.571
12934	0.646	0.598
12935	0.542	0.391
12936	0.625	0.524
12937	0.583	0.879
12938	0.771	0.465
12939	0.563	0.153
12940	0.771	0.755
12941	0.667	0.518
12942	0.521	0.156
12943	0.604	0.158
12944	0.583	0.239
12945	0.75	0.798
12946	0.688	0.926
12947	0.542	0.572
12948	0.625	0.639
12949	0.583	0.011
12950	0.542	0.098
12951	0.625	0.301
12952	0.667	0.471
12953	0.792	0.668
12954	0.563	0.985
12955	0.583	0.635
12956	0.708	0.285
12957	0.563	0.192
12958	0.75	0.887
12959	0.563	0.6
12960	0.604	0.018
12961	0.646	0.704
12962	0.542	0.723
12963	0.542	0.437
12964	0.625	0.321
12965	0.604	0.361
12966	0.688	0.38
12967	0.583	0.686
12968	0.688	0.856
12969	0.771	0.823
12970	0.604	0.019
12971	0.646	0.817
12972	0.75	0.338
12973	0.625	0.483
12974	0.625	0.813
12975	0.604	0.243
12976	0.729	0.334
12977	0.729	0.988
12978	0.729	0.941
12979	0.646	0.752
12980	0.563	0.114
12981	0.583	0.025
12982	0.542	0.099
12983	0.667	0.555
12984	0.583	0.77
12985	0.604	0.816
12986	0.625	0.77
12987	0.625	0.977
12988	0.563	0.239
12989	0.542	0.172
12990	0.542	0.315
12991	0.729	0.568
12992	0.438	0.259
12993	0.771	0.975
12994	0.563	0.375
12995	0.667	0.824
12996	0.729	0.425
12997	0.521	0.164
12998	0.646	0.608
12999	0.792	0.98
13000	0.688	0.824
13001	0.604	0.208
13002	0.625	0.269
13003	0.604	0.648
13004	0.75	0.988
13005	0.729	0.753
13006	0.625	0.354
13007	0.646	0.58
13008	0.625	0.525
13009	0.458	0.071
13010	0.667	0.882
13011	0.625	0.944
13012	0.646	0.597
13013	0.563	0.383
13014	0.542	0.617
13015	0.833	0.915
13016	0.542	0.446
13017	0.688	0.679
13018	0.563	0.262
13019	0.646	0.918
13020	0.604	0.293
13021	0.688	0.242
13022	0.583	0.126
13023	0.688	0.046
13024	0.646	0.68
13025	0.667	0.765
13026	0.667	0.584
13027	0.688	0.239
13028	0.688	0.694
13029	0.646	0.962
13030	0.667	0.185
13031	0.708	0.154
13032	0.708	0.83
13033	0.75	0.249
13034	0.771	0.346
13035	0.646	0.397
13036	0.646	0.73
13037	0.563	0.624
13038	0.625	0.818
13039	0.813	0.48
13040	0.708	0.398
13041	0.688	0.501
13042	0.625	0.755
13043	0.688	0.889
13044	0.646	0.688
13045	0.563	0.135
13046	0.708	0.172
13047	0.604	0.502
13048	0.646	0.204
13049	0.708	0.867
13050	0.604	0.254
13051	0.479	0.034
13052	0.438	0.377
13053	0.646	0.555
13054	0.646	0.609
13055	0.583	0.173
13056	0.729	0.919
13057	0.563	0.59
13058	0.646	0.746
13059	0.646	0.771
13060	0.708	0.482
13061	0.521	0.121
13062	0.563	0.292
13063	0.563	0.318
13064	0.625	0.938
13065	0.563	0.595
13066	0.583	0.557
13067	0.688	0.971
13068	0.604	0.538
13069	0.625	0.718
13070	0.479	0.309
13071	0.625	0.146
13072	0.521	0.903
13073	0.604	0.458
13074	0.771	0.527
13075	0.583	0.352
13076	0.5	0.013
13077	0.583	0.181
13078	0.646	0.079
13079	0.604	0.108
13080	0.583	0.011
13081	0.646	0.165
13082	0.563	0.6
13083	0.646	0.794
13084	0.729	0.508
13085	0.646	0.802
13086	0.625	0.043
13087	0.667	0.884
13088	0.708	0.426
13089	0.792	0.143
13090	0.625	0.577
13091	0.604	0.824
13092	0.646	0.667
13093	0.625	0.838
13094	0.625	0.258
13095	0.604	0.948
13096	0.729	0.328
13097	0.688	0.951
13098	0.688	0.622
13099	0.563	0.406
13100	0.604	0.374
13101	0.625	0.442
13102	0.688	0.385
13103	0.625	0.909
13104	0.604	0.178
13105	0.708	0.599
13106	0.646	0.129
13107	0.771	0.773
13108	0.563	0.162
13109	0.708	0.762
13110	0.667	0.66
13111	0.667	0.592
13112	0.75	0.966
13113	0.688	0.219
13114	0.729	0.453
13115	0.688	0.522
13116	0.604	0.462
13117	0.604	0.427
13118	0.604	0.915
13119	0.667	0.828
13120	0.604	0.944
13121	0.625	0.398
13122	0.771	0.302
13123	0.646	0.093
13124	0.688	0.551
13125	0.542	0.224
13126	0.771	0.545
13127	0.604	0.944
13128	0.771	0.912
13129	0.688	0.838
13130	0.75	0.475
13131	0.479	0.186
13132	0.688	0.098
13133	0.708	0.859
13134	0.688	0.806
13135	0.667	0.573
13136	0.458	0.396
13137	0.604	0.832
13138	0.667	0.645
13139	0.625	0.12
13140	0.729	0.44
13141	0.583	0.497
13142	0.688	0.624
13143	0.563	0.157
13144	0.813	0.562
13145	0.625	0.27
13146	0.625	0.331
13147	0.604	0.413
13148	0.708	0.661
13149	0.521	0.559
13150	0.604	0.147
13151	0.458	0.722
13152	0.667	0.744
13153	0.5	0.268
13154	0.688	0.766
13155	0.563	0.888
13156	0.5	0.304
13157	0.667	0.635
13158	0.625	0.314
13159	0.542	0.184
13160	0.563	0.261
13161	0.667	0.253
13162	0.604	0.175
13163	0.542	0.023
13164	0.688	0.289
13165	0.625	0.968
13166	0.646	0.368
13167	0.771	0.798
13168	0.646	0.487
13169	0.75	0.954
13170	0.542	0.638
13171	0.813	0.95
13172	0.875	0.665
13173	0.708	0.692
13174	0.688	0.904
13175	0.792	0.313
13176	0.625	0.696
13177	0.625	0.216
13178	0.792	0.975
13179	0.708	0.351
13180	0.667	0.873
13181	0.625	0.289
13182	0.688	0.72
13183	0.667	0.753
13184	0.708	0.68
13185	0.667	0.235
13186	0.708	0.567
13187	0.667	0.708
13188	0.771	0.984
13189	0.583	0.148
13190	0.646	0.88
13191	0.521	0.473
13192	0.521	0.267
13193	0.583	0.597
13194	0.5	0.774
13195	0.688	0.743
13196	0.583	0.013
13197	0.604	0.97
13198	0.625	0.562
13199	0.563	0.151
13200	0.771	0.968
13201	0.813	0.28
13202	0.667	0.06
13203	0.646	0.576
13204	0.667	0.557
13205	0.521	0.042
13206	0.583	0.047
13207	0.479	0.433
13208	0.75	0.806
13209	0.667	0.885
13210	0.688	0.531
13211	0.604	0.492
13212	0.646	0.457
13213	0.625	0.659
13214	0.646	0.655
13215	0.563	0.487
13216	0.604	0.197
13217	0.729	0.875
13218	0.667	0.438
13219	0.604	0.934
13220	0.625	0.827
13221	0.521	0.805
13222	0.646	0.728
13223	0.729	0.796
13224	0.563	0.178
13225	0.646	0.145
13226	0.646	0.753
13227	0.75	0.97
13228	0.792	0.385
13229	0.75	0.602
13230	0.729	0.555
13231	0.5	0.652
13232	0.583	0.721
13233	0.75	0.146
13234	0.604	0.377
13235	0.646	0.147
13236	0.813	0.634
13237	0.688	0.816
13238	0.646	0.11
13239	0.646	0.25
13240	0.771	0.845
13241	0.688	0.836
13242	0.5	0.016
13243	0.708	0.593
13244	0.521	0.609
13245	0.667	0.23
13246	0.646	0.669
13247	0.792	0.436
13248	0.75	0.24
13249	0.667	0.877
13250	0.625	0.169
13251	0.583	0.705
13252	0.667	0.471
13253	0.667	0.239
13254	0.542	0.373
13255	0.604	0.541
13256	0.708	0.823
13257	0.563	0.812
13258	0.688	0.508
13259	0.396	0.204
13260	0.542	0.103
13261	0.646	0.101
13262	0.646	0.896
13263	0.729	0.928
13264	0.688	0.76
13265	0.729	0.73
13266	0.563	0.724
13267	0.583	0.934
13268	0.521	0.049
13269	0.771	0.889
13270	0.667	0.762
13271	0.583	0.639
13272	0.667	0.057
13273	0.688	0.574
13274	0.667	0.923
13275	0.688	0.982
13276	0.646	0.048
13277	0.75	0.192
13278	0.708	0.734
13279	0.583	0.941
13280	0.729	0.378
13281	0.667	0.653
13282	0.625	0.505
13283	0.75	0.692
13284	0.729	0.168
13285	0.563	0.266
13286	0.625	0.343
13287	0.708	0.847
13288	0.833	0.898
13289	0.542	0.529
13290	0.75	0.796
13291	0.646	0.332
13292	0.646	0.135
13293	0.542	0.62
13294	0.688	0.645
13295	0.667	0.256
13296	0.688	0.483
13297	0.771	0.842
13298	0.688	0.809
13299	0.563	0.399
13300	0.708	0.61
13301	0.542	0.269
13302	0.646	0.171
13303	0.813	0.958
13304	0.729	0.309
13305	0.708	0.678
13306	0.667	0.015
13307	0.646	0.357
13308	0.604	0.095
13309	0.833	0.835
13310	0.75	0.777
13311	0.667	0.835
13312	0.646	0.53
13313	0.438	0.737
13314	0.646	0.561
13315	0.875	0.761
13316	0.688	0.74
13317	0.688	0.675
13318	0.521	0.037
13319	0.708	0.374
13320	0.604	0.143
13321	0.813	0.835
13322	0.563	0.164
13323	0.708	0.988
13324	0.667	0.02
13325	0.708	0.67
13326	0.583	0.535
13327	0.646	0.832
13328	0.667	0.18
13329	0.667	0.537
13330	0.771	0.272
13331	0.563	0.169
13332	0.438	0.362
13333	0.625	0.132
13334	0.708	0.874
13335	0.667	0.618
13336	0.771	0.322
13337	0.646	0.161
13338	0.563	0.085
13339	0.729	0.17
13340	0.604	0.627
13341	0.604	0.197
13342	0.646	0.408
13343	0.667	0.131
13344	0.729	0.264
13345	0.729	0.833
13346	0.646	0.709
13347	0.521	0.028
13348	0.583	0.782
13349	0.646	0.89
13350	0.583	0.423
13351	0.625	0.282
13352	0.625	0.636
13353	0.646	0.792
